"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr7",133121670,133122112,443,"*","AcH4K12_TSA_vs_Veh_peak_3675",47,".",4.38324,9.00008,4.7891,"Promoter (<=1kb)",7,132995194,133122200,127007,2,"13017","ENSMUST00000172341.7",88,"ENSMUSG00000030970","Ctbp2","C-terminal binding protein 2"
"chr7",133637878,133638568,691,"*","AcH4K12_TSA_vs_Veh_peak_3676",27,".",3.33153,6.38145,2.78683,"Promoter (<=1kb)",7,133637861,133639349,1489,1,"214764","ENSMUST00000154795.1",17,"ENSMUSG00000039990","Edrf1","erythroid differentiation regulatory factor 1"
"chr7",134224492,134224776,285,"*","AcH4K12_TSA_vs_Veh_peak_3677",14,".",3.02766,4.56118,1.44494,"Promoter (<=1kb)",7,133883199,134225097,341899,2,"11489","ENSMUST00000067680.10",321,"ENSMUSG00000054555","Adam12","ADAM metallopeptidase domain 12"
"chr7",134225320,134225691,372,"*","AcH4K12_TSA_vs_Veh_peak_3678",12,".",2.64514,4.3081,1.27011,"Promoter (<=1kb)",7,134191272,134225372,34101,2,"11489","ENSMUST00000154144.1",0,"ENSMUSG00000054555","Adam12","ADAM metallopeptidase domain 12"
"chr7",134937509,134937774,266,"*","AcH4K12_TSA_vs_Veh_peak_3679",61,".",4.76072,10.8139,6.15717,"Promoter (<=1kb)",7,134881926,134938305,56380,2,"627214","ENSMUST00000210055.1",531,"ENSMUSG00000073805","Insyn2a","inhibitory synaptic factor 2A"
"chr7",135537976,135538296,321,"*","AcH4K12_TSA_vs_Veh_peak_3680",25,".",2.90711,6.11545,2.58434,"Promoter (<=1kb)",7,135537839,135683514,145676,1,"19267","ENSMUST00000209256.1",137,"ENSMUSG00000041836","Ptpre","protein tyrosine phosphatase receptor type E"
"chr7",137309271,137309607,337,"*","AcH4K12_TSA_vs_Veh_peak_3681",16,".",3.59401,4.79055,1.61492,"Exon (ENSMUST00000169486.8/13593, exon 5 of 16)",7,137298711,137313916,15206,2,"13593","ENSMUST00000209864.1",4309,"ENSMUSG00000010476","Ebf3","early B cell factor 3"
"chr7",139248741,139249027,287,"*","AcH4K12_TSA_vs_Veh_peak_3682",19,".",2.56463,5.23369,1.93828,"Promoter (<=1kb)",7,139248487,139267161,18675,1,"101631","ENSMUST00000172136.8",254,"ENSMUSG00000060260","Pwwp2b","PWWP domain containing 2B"
"chr7",139363886,139364354,469,"*","AcH4K12_TSA_vs_Veh_peak_3683",14,".",2.61849,4.62746,1.49359,"Distal Intergenic",7,139389109,139579652,190544,1,"212111","ENSMUST00000106098.7",-24755,"ENSMUSG00000025477","Inpp5a","inositol polyphosphate-5-phosphatase A"
"chr7",139389261,139389554,294,"*","AcH4K12_TSA_vs_Veh_peak_3684",33,".",3.78225,7.12107,3.35501,"Promoter (<=1kb)",7,139389110,139579652,190543,1,"212111","ENSMUST00000026550.13",151,"ENSMUSG00000025477","Inpp5a","inositol polyphosphate-5-phosphatase A"
"chr7",139684088,139684486,399,"*","AcH4K12_TSA_vs_Veh_peak_3685",25,".",3.04977,5.99069,2.50238,"Promoter (<=1kb)",7,139678270,139683817,5548,2,"212124","ENSMUST00000138129.1",-271,"ENSMUSG00000049571","Cfap46","cilia and flagella associated protein 46"
"chr7",139943914,139944291,378,"*","AcH4K12_TSA_vs_Veh_peak_3686",14,".",2.89394,4.617,1.48753,"Promoter (<=1kb)",7,139943789,139945112,1324,1,"22286","ENSMUST00000168457.2",125,"ENSMUSG00000047751","Utf1","undifferentiated embryonic cell transcription factor 1"
"chr7",140855786,140856053,268,"*","AcH4K12_TSA_vs_Veh_peak_3687",28,".",3.4708,6.52239,2.8818,"Promoter (<=1kb)",7,140854425,140856246,1822,2,"54399","ENSMUST00000211590.1",193,"ENSMUSG00000025484","Bet1l","Bet1 golgi vesicular membrane trafficking protein like"
"chr7",141061380,141061765,386,"*","AcH4K12_TSA_vs_Veh_peak_3688",31,".",3.671,6.90875,3.17418,"Promoter (<=1kb)",7,141061365,141065377,4013,1,"330671","ENSMUST00000210203.1",15,"ENSMUSG00000055629","B4galnt4","beta-1,4-N-acetyl-galactosaminyl transferase 4"
"chr7",141123351,141123763,413,"*","AcH4K12_TSA_vs_Veh_peak_3689",25,".",3.18808,6.04774,2.53918,"Promoter (<=1kb)",7,141122382,141154456,32075,1,"27388","ENSMUST00000174373.7",969,"ENSMUSG00000025495","Ptdss2","phosphatidylserine synthase 2"
"chr7",141193016,141193856,841,"*","AcH4K12_TSA_vs_Veh_peak_3690",25,".",2.95699,6.08328,2.57064,"Promoter (<=1kb)",7,141190930,141193882,2953,2,"15461","ENSMUST00000124971.1",26,"ENSMUSG00000025499","Hras","Harvey rat sarcoma virus oncogene"
"chr7",141326777,141327135,359,"*","AcH4K12_TSA_vs_Veh_peak_3691",14,".",2.34294,4.61136,1.48432,"Promoter (<=1kb)",7,141297185,141327493,30309,2,"54006","ENSMUST00000210062.1",358,"ENSMUSG00000058886","Deaf1","DEAF1, transcription factor"
"chr7",141392584,141392915,332,"*","AcH4K12_TSA_vs_Veh_peak_3692",35,".",3.43693,7.32431,3.50585,"Promoter (<=1kb)",7,141392243,141399123,6881,1,"21351","ENSMUST00000141793.1",341,"ENSMUSG00000025503","Taldo1","transaldolase 1"
"chr7",141475514,141475932,419,"*","AcH4K12_TSA_vs_Veh_peak_3693",12,".",2.35148,4.33851,1.29363,"Promoter (<=1kb)",7,141475736,141489620,13885,1,"64540","ENSMUST00000140858.7",0,"ENSMUSG00000025511","Tspan4","tetraspanin 4"
"chr7",141476539,141476860,322,"*","AcH4K12_TSA_vs_Veh_peak_3694",15,".",2.90969,4.76963,1.59954,"Promoter (<=1kb)",7,141476400,141493421,17022,1,"64540","ENSMUST00000117634.1",139,"ENSMUSG00000025511","Tspan4","tetraspanin 4"
"chr7",141562376,141562931,556,"*","AcH4K12_TSA_vs_Veh_peak_3695",17,".",3.0047,5.03397,1.7866,"Promoter (<=1kb)",7,141562530,141598856,36327,1,"11772","ENSMUST00000201261.1",0,"ENSMUSG00000002957","Ap2a2","adaptor-related protein complex 2, alpha 2 subunit"
"chr7",142060240,142060667,428,"*","AcH4K12_TSA_vs_Veh_peak_3696",20,".",2.96727,5.42993,2.08116,"Promoter (<=1kb)",7,142008536,142060853,52318,2,"101513","ENSMUST00000211206.1",186,"ENSMUSG00000025147","Mob2","MOB kinase activator 2"
"chr7",142967820,142968382,563,"*","AcH4K12_TSA_vs_Veh_peak_3697",31,".",3.72858,6.85258,3.14573,"Promoter (<=1kb)",7,142966829,142969264,2436,2,"17173","ENSMUST00000009392.5",882,"ENSMUSG00000009248","Ascl2","achaete-scute family bHLH transcription factor 2"
"chr7",143052919,143053280,362,"*","AcH4K12_TSA_vs_Veh_peak_3698",31,".",2.97957,6.89001,3.1824,"Promoter (<=1kb)",7,143053273,143066310,13038,1,"12520","ENSMUST00000207448.1",0,"ENSMUSG00000037706","Cd81","CD81 antigen"
"chr7",143069966,143070644,679,"*","AcH4K12_TSA_vs_Veh_peak_3699",21,".",2.9775,5.50835,2.13766,"Promoter (<=1kb)",7,143069767,143071027,1261,1,"56844","ENSMUST00000208779.1",199,"ENSMUSG00000045752","Tssc4","tumor-suppressing subchromosomal transferable fragment 4"
"chr7",143154057,143154346,290,"*","AcH4K12_TSA_vs_Veh_peak_3700",39,".",3.98882,7.96303,3.9941,"Intron (ENSMUST00000009689.10/16535, intron 2 of 15)",7,143109194,143149537,40344,1,"16535","ENSMUST00000187213.1",44863,"ENSMUSG00000009545","Kcnq1","potassium voltage-gated channel, subfamily Q, member 1"
"chr7",143685364,143685644,281,"*","AcH4K12_TSA_vs_Veh_peak_3701",34,".",4.12021,7.28356,3.46909,"Promoter (<=1kb)",7,143668433,143685871,17439,2,"79201","ENSMUST00000208017.1",227,"ENSMUSG00000037613","Tnfrsf23","tumor necrosis factor receptor superfamily, member 23"
"chr7",143739880,143740197,318,"*","AcH4K12_TSA_vs_Veh_peak_3702",13,".",2.3519,4.44956,1.37152,"Promoter (<=1kb)",7,143713496,143740299,26804,2,"79196","ENSMUST00000153864.1",102,"ENSMUSG00000037606","Osbpl5","oxysterol binding protein-like 5"
"chr7",144240019,144240279,261,"*","AcH4K12_TSA_vs_Veh_peak_3703",17,".",3.27683,4.94614,1.72618,"Intron (ENSMUST00000105902.7/210274, intron 13 of 22)",7,144284439,144424482,140044,1,"210274","ENSMUST00000146006.2",-44160,"ENSMUSG00000037541","Shank2","SH3 and multiple ankyrin repeat domains 2"
"chr7",144581630,144581905,276,"*","AcH4K12_TSA_vs_Veh_peak_3704",27,".",3.67588,6.39737,2.79384,"Promoter (<=1kb)",7,144577318,144582463,5146,2,"14082","ENSMUST00000033394.7",558,"ENSMUSG00000031077","Fadd","Fas associated via death domain"
"chr7",144942524,144943090,567,"*","AcH4K12_TSA_vs_Veh_peak_3705",29,".",3.64596,6.64565,2.99043,"Promoter (2-3kb)",7,144933198,144939925,6728,2,"12443","ENSMUST00000208193.1",-2599,"ENSMUSG00000070348","Ccnd1","cyclin D1"
"chr8",3393137,3393460,324,"*","AcH4K12_TSA_vs_Veh_peak_3706",11,".",2.71841,4.18496,1.18593,"Promoter (<=1kb)",8,3393073,3429639,36567,1,"102098","ENSMUST00000145394.2",64,"ENSMUSG00000004568","Arhgef18","Rho/Rac guanine nucleotide exchange factor 18"
"chr8",4166615,4167063,449,"*","AcH4K12_TSA_vs_Veh_peak_3707",31,".",3.82472,6.82693,3.13287,"Promoter (<=1kb)",8,4166739,4208046,41308,1,"213027","ENSMUST00000176825.1",0,"ENSMUSG00000011832","Evi5l","ecotropic viral integration site 5 like"
"chr8",4216925,4217261,337,"*","AcH4K12_TSA_vs_Veh_peak_3708",14,".",2.63305,4.61186,1.48055,"Promoter (<=1kb)",8,4215972,4217152,1181,2,"73072","ENSMUST00000175906.1",0,"ENSMUSG00000064125","Prr36","proline rich 36"
"chr8",4239805,4240299,495,"*","AcH4K12_TSA_vs_Veh_peak_3709",19,".",3.21583,5.31983,1.9991,"Promoter (<=1kb)",8,4240105,4246108,6004,1,"26400","ENSMUST00000110994.8",0,"ENSMUSG00000002948","Map2k7","mitogen-activated protein kinase kinase 7"
"chr8",8660739,8661104,366,"*","AcH4K12_TSA_vs_Veh_peak_3710",16,".",2.9088,4.85142,1.65712,"Promoter (<=1kb)",8,8617434,8661242,43809,2,"13642","ENSMUST00000001319.14",138,"ENSMUSG00000001300","Efnb2","ephrin B2"
"chr8",8661472,8661922,451,"*","AcH4K12_TSA_vs_Veh_peak_3711",18,".",3.06069,5.0979,1.83219,"Promoter (<=1kb)",8,8617434,8661242,43809,2,"13642","ENSMUST00000001319.14",-230,"ENSMUSG00000001300","Efnb2","ephrin B2"
"chr8",9977210,9977522,313,"*","AcH4K12_TSA_vs_Veh_peak_3712",36,".",3.78817,7.51081,3.641,"Promoter (<=1kb)",8,9970877,9977686,6810,2,"319583","ENSMUST00000170033.1",164,"ENSMUSG00000049717","Lig4","ligase IV, DNA, ATP-dependent"
"chr8",10007080,10007414,335,"*","AcH4K12_TSA_vs_Veh_peak_3713",15,".",2.72345,4.74912,1.58017,"Promoter (<=1kb)",8,10006654,10035618,28965,1,"24099","ENSMUST00000033892.8",426,"ENSMUSG00000031497","Tnfsf13b","tumor necrosis factor (ligand) superfamily, member 13b"
"chr8",11004155,11004656,502,"*","AcH4K12_TSA_vs_Veh_peak_3714",21,".",3.20928,5.47808,2.10522,"Exon (ENSMUST00000040514.7/384783, exon 1 of 2)",8,11007850,11054536,46687,1,"619321","ENSMUST00000180750.7",-3194,"ENSMUSG00000096938","9530052E02Rik","RIKEN cDNA 9530052E02 gene"
"chr8",11005158,11005451,294,"*","AcH4K12_TSA_vs_Veh_peak_3715",36,".",3.65886,7.55302,3.66946,"Promoter (2-3kb)",8,11007850,11054536,46687,1,"619321","ENSMUST00000180750.7",-2399,"ENSMUSG00000096938","9530052E02Rik","RIKEN cDNA 9530052E02 gene"
"chr8",11006833,11007597,765,"*","AcH4K12_TSA_vs_Veh_peak_3716",33,".",3.32698,7.10638,3.33389,"Promoter (<=1kb)",8,11007850,11054536,46687,1,"619321","ENSMUST00000180750.7",-253,"ENSMUSG00000096938","9530052E02Rik","RIKEN cDNA 9530052E02 gene"
"chr8",11187768,11188274,507,"*","AcH4K12_TSA_vs_Veh_peak_3717",13,".",2.8226,4.45486,1.37433,"Exon (ENSMUST00000151014.1/ENSMUST00000151014.1, exon 1 of 3)",8,11199519,11210831,11313,2,"12826","ENSMUST00000209598.1",22557,"ENSMUSG00000031502","Col4a1","collagen, type IV, alpha 1"
"chr8",11312255,11312626,372,"*","AcH4K12_TSA_vs_Veh_peak_3718",13,".",2.4003,4.37489,1.31823,"Promoter (<=1kb)",8,11198431,11312689,114259,2,"12826","ENSMUST00000209735.1",63,"ENSMUSG00000031502","Col4a1","collagen, type IV, alpha 1"
"chr8",11313066,11313964,899,"*","AcH4K12_TSA_vs_Veh_peak_3719",26,".",3.19234,6.20762,2.65372,"Promoter (<=1kb)",8,11198423,11312826,114404,2,"12826","ENSMUST00000033898.9",-240,"ENSMUSG00000031502","Col4a1","collagen, type IV, alpha 1"
"chr8",11478303,11478600,298,"*","AcH4K12_TSA_vs_Veh_peak_3720",37,".",4.01651,7.62949,3.73133,"Promoter (<=1kb)",8,11453518,11478710,25193,2,"19332","ENSMUST00000033900.6",110,"ENSMUSG00000031504","Rab20","RAB20, member RAS oncogene family"
"chr8",11557481,11557827,347,"*","AcH4K12_TSA_vs_Veh_peak_3721",21,".",3.27171,5.53267,2.15158,"Promoter (<=1kb)",8,11558196,11563249,5054,1,"26356","ENSMUST00000210041.1",-369,"ENSMUSG00000045969","Ing1","inhibitor of growth family, member 1"
"chr8",11634331,11634909,579,"*","AcH4K12_TSA_vs_Veh_peak_3722",16,".",2.8836,4.8835,1.68223,"Promoter (<=1kb)",8,11619259,11635030,15772,2,"102334","ENSMUST00000209915.1",121,"ENSMUSG00000031508","Ankrd10","ankyrin repeat domain 10"
"chr8",11635356,11635650,295,"*","AcH4K12_TSA_vs_Veh_peak_3723",43,".",3.02729,8.37443,4.31548,"Promoter (<=1kb)",8,11635694,11635736,43,2,"102465714","ENSMUST00000198377.1",86,"ENSMUSG00000104958","Mir7238","microRNA 7238"
"chr8",11758775,11759039,265,"*","AcH4K12_TSA_vs_Veh_peak_3724",33,".",3.71726,7.15331,3.37223,"Promoter (<=1kb)",8,11758391,11805323,46933,1,"54126","ENSMUST00000210012.1",384,"ENSMUSG00000031511","Arhgef7","Rho guanine nucleotide exchange factor"
"chr8",12671686,12672000,315,"*","AcH4K12_TSA_vs_Veh_peak_3725",15,".",2.59516,4.66329,1.52028,"Promoter (<=1kb)",8,12654288,12671959,17672,2,"259279","ENSMUST00000172056.1",0,"ENSMUSG00000000759","Tubgcp3","tubulin, gamma complex component 3"
"chr8",12786398,12786658,261,"*","AcH4K12_TSA_vs_Veh_peak_3726",23,".",3.15295,5.75625,2.31672,"Intron (ENSMUST00000033818.9/50770, intron 1 of 29)",8,12811416,12814383,2968,1,"50770","ENSMUST00000125031.1",-24758,"ENSMUSG00000031441","Atp11a","ATPase, class VI, type 11A"
"chr8",13105897,13106502,606,"*","AcH4K12_TSA_vs_Veh_peak_3727",46,".",4.17299,8.85484,4.67703,"Promoter (<=1kb)",8,13105936,13121746,15811,1,"99375","ENSMUST00000141315.1",0,"ENSMUSG00000031446","Cul4a","cullin 4A"
"chr8",13159388,13159978,591,"*","AcH4K12_TSA_vs_Veh_peak_3728",19,".",2.64309,5.20247,1.91021,"Promoter (<=1kb)",8,13159161,13175338,16178,1,"16783","ENSMUST00000033824.7",227,"ENSMUSG00000031447","Lamp1","lysosomal-associated membrane protein 1"
"chr8",13200236,13200567,332,"*","AcH4K12_TSA_vs_Veh_peak_3729",43,".",4.80073,8.47131,4.37822,"Promoter (<=1kb)",8,13176870,13200535,23666,2,"66790","ENSMUST00000165605.3",0,"ENSMUSG00000038515","Grtp1","GH regulated TBC protein 1"
"chr8",13664960,13665432,473,"*","AcH4K12_TSA_vs_Veh_peak_3730",16,".",3.14458,4.81347,1.63025,"Intron (ENSMUST00000117551.3/19414, intron 1 of 23)",8,13595810,13677451,81642,2,"19414","ENSMUST00000154454.7",12019,"ENSMUSG00000031453","Rasa3","RAS p21 protein activator 3"
"chr8",13869854,13870273,420,"*","AcH4K12_TSA_vs_Veh_peak_3731",17,".",2.70695,4.9711,1.74104,"Promoter (<=1kb)",8,13869704,13881639,11936,1,"101994","ENSMUST00000128557.2",150,"ENSMUSG00000047710","Champ1","chromosome alignment maintaining phosphoprotein 1"
"chr8",14889102,14889562,461,"*","AcH4K12_TSA_vs_Veh_peak_3732",27,".",3.05549,6.293,2.72983,"Promoter (<=1kb)",8,14889359,14894919,5561,1,"26889","ENSMUST00000128839.1",0,"ENSMUSG00000026317","Cln8","CLN8 transmembrane ER and ERGIC protein"
"chr8",15027406,15027832,427,"*","AcH4K12_TSA_vs_Veh_peak_3733",15,".",2.55751,4.69927,1.54488,"Exon (ENSMUST00000069399.6/74901, exon 2 of 2)",8,15011306,15027093,15788,1,"74901","ENSMUST00000184598.1",16100,"ENSMUSG00000055675","Kbtbd11","kelch repeat and BTB (POZ) domain containing 11"
"chr8",15028256,15028935,680,"*","AcH4K12_TSA_vs_Veh_peak_3734",23,".",2.78205,5.77554,2.33513,"Exon (ENSMUST00000069399.6/74901, exon 2 of 2)",8,15011306,15027093,15788,1,"74901","ENSMUST00000184598.1",16950,"ENSMUSG00000055675","Kbtbd11","kelch repeat and BTB (POZ) domain containing 11"
"chr8",18595211,18595802,592,"*","AcH4K12_TSA_vs_Veh_peak_3735",30,".",3.80996,6.69332,3.03394,"Promoter (<=1kb)",8,18595576,18689953,94378,1,"244329","ENSMUST00000153133.1",0,"ENSMUSG00000039842","Mcph1","microcephaly, primary autosomal recessive 1"
"chr8",18846644,18847112,469,"*","AcH4K12_TSA_vs_Veh_peak_3736",29,".",3.57042,6.58048,2.93456,"Promoter (<=1kb)",8,18846279,18883421,37143,1,"52123","ENSMUST00000033847.4",365,"ENSMUSG00000031467","Agpat5","1-acylglycerol-3-phosphate O-acyltransferase 5"
"chr8",19784761,19785228,468,"*","AcH4K12_TSA_vs_Veh_peak_3737",17,".",1.70623,5.02709,1.78809,"Exon (ENSMUST00000212002.1/ENSMUST00000212002.1, exon 1 of 1)",8,19729576,19753527,23952,1,"626415","ENSMUST00000098909.4",55185,"ENSMUSG00000096265","Potefam3e","POTE ankyrin domain family member 3E"
"chr8",20122463,20122882,420,"*","AcH4K12_TSA_vs_Veh_peak_3738",45,".",2.09318,8.70176,4.54831,"Exon (ENSMUST00000211922.1/ENSMUST00000211922.1, exon 1 of 1)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",160384,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20424225,20424535,311,"*","AcH4K12_TSA_vs_Veh_peak_3739",41,".",2.03674,8.18509,4.15843,"Promoter (<=1kb)",8,20385782,20424814,39033,2,"381598","ENSMUST00000140111.7",279,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",22059845,22060346,502,"*","AcH4K12_TSA_vs_Veh_peak_3740",16,".",2.8572,4.81269,1.62592,"Promoter (<=1kb)",8,21992785,22060305,67521,2,"11979","ENSMUST00000006742.10",0,"ENSMUSG00000006567","Atp7b","ATPase, copper transporting, beta polypeptide"
"chr8",22397988,22398265,278,"*","AcH4K12_TSA_vs_Veh_peak_3741",33,".",3.53889,7.1137,3.33851,"Promoter (<=1kb)",8,22376697,22398544,21848,2,"18408","ENSMUST00000210020.1",279,"ENSMUSG00000031482","Slc25a15","solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15"
"chr8",22593120,22593539,420,"*","AcH4K12_TSA_vs_Veh_peak_3742",21,".",2.62851,5.5911,2.19004,"Promoter (<=1kb)",8,22581919,22593711,11793,2,"22335","ENSMUST00000210096.1",172,"ENSMUSG00000008892","Vdac3","voltage-dependent anion channel 3"
"chr8",22706014,22706407,394,"*","AcH4K12_TSA_vs_Veh_peak_3743",32,".",3.59733,7.04034,3.2859,"Promoter (<=1kb)",8,22702452,22706525,4074,2,"16150","ENSMUST00000150214.1",118,"ENSMUSG00000031537","Ikbkb","inhibitor of kappaB kinase beta"
"chr8",22860090,22860528,439,"*","AcH4K12_TSA_vs_Veh_peak_3744",16,".",3.183,4.81584,1.629,"Promoter (<=1kb)",8,22859549,22943259,83711,1,"244349","ENSMUST00000044331.6",541,"ENSMUSG00000031540","Kat6a","K(lysine) acetyltransferase 6A"
"chr8",23411676,23412334,659,"*","AcH4K12_TSA_vs_Veh_peak_3745",31,".",4.00196,6.81056,3.10891,"Promoter (<=1kb)",8,23411502,23449632,38131,1,"20377","ENSMUST00000033952.7",174,"ENSMUSG00000031548","Sfrp1","secreted frizzled-related protein 1"
"chr8",24524012,24524344,333,"*","AcH4K12_TSA_vs_Veh_peak_3746",16,".",3.62151,4.82081,1.62598,"Distal Intergenic",8,24533456,24540796,7341,2,"209176","ENSMUST00000138335.1",16452,"ENSMUSG00000031549","Ido2","indoleamine 2,3-dioxygenase 2"
"chr8",25018389,25018713,325,"*","AcH4K12_TSA_vs_Veh_peak_3747",14,".",3.10778,4.5073,1.4146,"Promoter (1-2kb)",8,25017307,25022890,5584,1,"69742","ENSMUST00000210536.1",1082,"ENSMUSG00000031556","Tm2d2","TM2 domain containing 2"
"chr8",25256088,25256468,381,"*","AcH4K12_TSA_vs_Veh_peak_3748",18,".",3.50901,5.09711,1.84292,"Promoter (<=1kb)",8,25171282,25256569,85288,2,"320165","ENSMUST00000210767.1",101,"ENSMUSG00000065954","Tacc1","transforming, acidic coiled-coil containing protein 1"
"chr8",25440472,25440746,275,"*","AcH4K12_TSA_vs_Veh_peak_3749",18,".",2.80399,5.11536,1.84675,"Exon (ENSMUST00000211673.1/ENSMUST00000211673.1, exon 1 of 2)",8,25513654,25555568,41915,1,"14182","ENSMUST00000155564.7",-72908,"ENSMUSG00000031565","Fgfr1","fibroblast growth factor receptor 1"
"chr8",25519002,25519264,263,"*","AcH4K12_TSA_vs_Veh_peak_3750",20,".",3.59374,5.36521,2.03168,"Promoter (<=1kb)",8,25519344,25558227,38884,1,"14182","ENSMUST00000210778.1",-80,"ENSMUSG00000031565","Fgfr1","fibroblast growth factor receptor 1"
"chr8",25753941,25754209,269,"*","AcH4K12_TSA_vs_Veh_peak_3751",14,".",2.46658,4.55418,1.4427,"Promoter (<=1kb)",8,25725346,25754280,28935,2,"72108","ENSMUST00000033975.7",71,"ENSMUSG00000061313","Ddhd2","DDHD domain containing 2"
"chr8",26978346,26979224,879,"*","AcH4K12_TSA_vs_Veh_peak_3752",33,".",3.62269,7.12402,3.34589,"Promoter (<=1kb)",8,26978185,26978692,508,1,"353310","ENSMUST00000209411.1",161,"ENSMUSG00000085795","Zfp703","zinc finger protein 703"
"chr8",27086380,27086723,344,"*","AcH4K12_TSA_vs_Veh_peak_3753",18,".",3.04639,5.08455,1.83328,"Promoter (<=1kb)",8,27085598,27123436,37839,1,"78560","ENSMUST00000033876.13",782,"ENSMUSG00000031486","Adgra2","adhesion G protein-coupled receptor A2"
"chr8",27174177,27174731,555,"*","AcH4K12_TSA_vs_Veh_peak_3754",24,".",3.24795,5.89573,2.42688,"Promoter (<=1kb)",8,27138773,27174646,35874,2,"75767","ENSMUST00000054212.6",0,"ENSMUSG00000031488","Rab11fip1","RAB11 family interacting protein 1 (class I)"
"chr8",27227864,27228504,641,"*","AcH4K12_TSA_vs_Veh_peak_3755",24,".",3.59866,5.89547,2.42152,"Promoter (<=1kb)",8,27226799,27228494,1696,2,"11556","ENSMUST00000117565.1",0,"ENSMUSG00000031489","Adrb3","adrenergic receptor, beta 3"
"chr8",27260403,27260754,352,"*","AcH4K12_TSA_vs_Veh_peak_3756",37,".",3.17345,7.61924,3.73455,"Promoter (<=1kb)",8,27260329,27276674,16346,1,"13685","ENSMUST00000033880.6",74,"ENSMUSG00000031490","Eif4ebp1","eukaryotic translation initiation factor 4E binding protein 1"
"chr8",31111984,31112571,588,"*","AcH4K12_TSA_vs_Veh_peak_3757",30,".",3.50797,6.6742,3.01386,"Promoter (<=1kb)",8,31111831,31118531,6701,1,"68867","ENSMUST00000216520.1",153,"ENSMUSG00000039328","Rnf122","ring finger protein 122"
"chr8",31150512,31150983,472,"*","AcH4K12_TSA_vs_Veh_peak_3758",33,".",4.0751,7.11562,3.34839,"Promoter (<=1kb)",8,31150340,31163339,13000,1,"234138","ENSMUST00000209986.1",172,"ENSMUSG00000031577","Tti2","TELO2 interacting protein 2"
"chr8",32008612,32009015,404,"*","AcH4K12_TSA_vs_Veh_peak_3759",48,".",5.0193,9.13004,4.88176,"Promoter (<=1kb)",8,31837625,32009106,171482,2,"211323","ENSMUST00000239032.1",91,"ENSMUSG00000062991","Nrg1","neuregulin 1"
"chr8",33386117,33386607,491,"*","AcH4K12_TSA_vs_Veh_peak_3760",20,".",3.21538,5.45536,2.0957,"Promoter (<=1kb)",8,33386325,33387388,1064,1,"75029","ENSMUST00000070340.5",0,"ENSMUSG00000049184","Purg","purine-rich element binding protein G"
"chr8",34154684,34155013,330,"*","AcH4K12_TSA_vs_Veh_peak_3761",35,".",2.86509,7.32979,3.5159,"Promoter (<=1kb)",8,34154681,34170818,16138,1,"67887","ENSMUST00000211664.1",3,"ENSMUSG00000031532","Saraf","store-operated calcium entry-associated regulatory factor"
"chr8",34807410,34808250,841,"*","AcH4K12_TSA_vs_Veh_peak_3762",26,".",3.24127,6.26815,2.69812,"Promoter (<=1kb)",8,34807297,34819894,12598,1,"319520","ENSMUST00000033930.4",113,"ENSMUSG00000031530","Dusp4","dual specificity phosphatase 4"
"chr8",35375621,35376042,422,"*","AcH4K12_TSA_vs_Veh_peak_3763",16,".",3.43443,4.8708,1.67085,"Promoter (<=1kb)",8,35375739,35388129,12391,1,"244416","ENSMUST00000210337.1",0,"ENSMUSG00000046794","Ppp1r3b","protein phosphatase 1, regulatory subunit 3B"
"chr8",35376437,35376883,447,"*","AcH4K12_TSA_vs_Veh_peak_3764",21,".",3.4475,5.46926,2.10332,"Promoter (<=1kb)",8,35376660,35379526,2867,1,"244416","ENSMUST00000211472.1",0,"ENSMUSG00000046794","Ppp1r3b","protein phosphatase 1, regulatory subunit 3B"
"chr8",35825497,35826022,526,"*","AcH4K12_TSA_vs_Veh_peak_3765",19,".",3.17989,5.32216,1.99799,"Promoter (<=1kb)",8,35824712,35826559,1848,2,"71908","ENSMUST00000060128.6",537,"ENSMUSG00000055976","Cldn23","claudin 23"
"chr8",36613482,36613852,371,"*","AcH4K12_TSA_vs_Veh_peak_3766",31,".",3.42557,6.90748,3.19054,"Promoter (<=1kb)",8,36593231,36613874,20644,2,"50768","ENSMUST00000145245.1",22,"ENSMUSG00000031523","Dlc1","deleted in liver cancer 1"
"chr8",40510917,40511177,261,"*","AcH4K12_TSA_vs_Veh_peak_3767",36,".",3.98402,7.55451,3.67651,"Promoter (<=1kb)",8,40493036,40511304,18269,2,"18983","ENSMUST00000149992.1",127,"ENSMUSG00000031601","Cnot7","CCR4-NOT transcription complex, subunit 7"
"chr8",40511543,40512437,895,"*","AcH4K12_TSA_vs_Veh_peak_3768",25,".",2.99234,6.05692,2.54498,"Promoter (<=1kb)",8,40492540,40511754,19215,2,"18983","ENSMUST00000034012.9",0,"ENSMUSG00000031601","Cnot7","CCR4-NOT transcription complex, subunit 7"
